exercise_id;name_hu;name_en;primary_muscle_group;primary_muscle_subgroup;movement_type;pattern;equipment;is_compound;difficulty_level;push_pull_category;min_experience_level;default_sets;default_reps_low;default_reps_high;is_home_friendly
71cf77eb-cf13-48d9-8205-a7ca09483f76;Széles fekvőtámasz;Wide Push-up;chest;chest_mid;compound;horizontal_press;bodyweight;1;1;Push;1;3;10;20;1
4cf61a35-3429-4609-9f9b-ce70309386d1;Szoros fekvőtámasz;Close-grip Push-up;chest;chest_mid;compound;horizontal_press;bodyweight;1;2;Push;1;3;8;15;1
196ccce4-696d-4933-bc06-635ce897f9db;Ferde fekvőtámasz;Incline Push-up;chest;chest_upper;compound;horizontal_press;bodyweight;1;1;Push;1;3;12;20;1
f364d26d-7adc-4bb8-aa1e-5806770d1858;Alsó fekvőtámasz;Decline Push-up;chest;chest_lower;compound;horizontal_press;bodyweight;1;2;Push;1;3;8;15;1
6f6871e1-fb6d-46c6-a9de-14ee66e6868b;Térdelős fekvőtámasz;Knee Push-up;chest;chest_mid;compound;horizontal_press;bodyweight;1;1;Push;1;3;12;20;1
3f23b156-6835-4828-afc4-5d0c876582c2;Tapssal fekvőtámasz;Clap Push-up;chest;chest_mid;compound;horizontal_press;bodyweight;1;3;Push;2;3;5;10;1
b82ed9b5-8d81-4d8a-9caa-93deadd6bc16;Lassú fekvőtámasz;Slow Tempo Push-up;chest;chest_mid;compound;horizontal_press;bodyweight;1;2;Push;1;4;6;12;1
c4d10833-fcac-424a-9211-2e1d330dd5c2;Izometrikus fekvőtartás;Iso Push-up Hold;chest;chest_mid;isolation;horizontal_press;bodyweight;0;2;Push;1;3;20;40;1
52232929-bb83-408c-b86f-9c7c87ff2f5d;Ferde tárogatás kézisúllyal;Incline Dumbbell Fly;chest;chest_upper;isolation;fly;dumbbell;0;2;Push;1;3;10;15;1
e1643cac-edb2-4730-9db7-84fa98cdb4e3;Tárogatás padon kézisúllyal;Flat Dumbbell Fly;chest;chest_mid;isolation;fly;dumbbell;0;1;Push;1;3;10;15;1
65e00283-de38-4ed1-ab72-3576fb176d52;Asztal alatti evezés;Table Bodyweight Row;back;back_mid;compound;horizontal_pull;bodyweight;1;1;Pull;1;3;8;15;1
df1ac84c-4bfa-43cd-a2b3-922cbd93e1dd;Törzsdöntés előre saját testsúllyal;Bodyweight Good Morning;back;back_mid;compound;hinge;bodyweight;1;1;Pull;1;3;12;20;1
d2815946-cdef-4afc-aa03-9736a4e66dbf;Superman tartás;Superman Hold;back;back_mid;isolation;hinge;bodyweight;0;1;Pull;1;3;20;40;1
